count_location,ROAD_CLASS,TRAFFCTL,num_of_collisions,total_traffic,average_int_width,years,r
DUFFERIN ST AT DUPONT ST (PX 608),Major Arterial,Traffic Signal,19,20377.21052631579,0.015,11,1.5482178129700839
MAGELLAN DR AT SHEPPARD AVE (PX 2262),Major Arterial,Traffic Signal,3,12811.0,0.015,11,0.3888314768412459
BLOOR ST W AT KENNEDY PARK RD,Major Arterial,No Control,5,11874.0,0.015,11,0.699191517855988
YONGE ST AT MOUNT PLEASANT CEMETERY ENTRANCE,Major Arterial,No Control,1,14058.0,0.015,11,0.11811353084396074
COLLEGE ST AT SPADINA AVE (PX 279),Major Arterial,No Control,6,15016.666666666666,0.015,11,0.6634388523613587
CENTENNIAL RD AT LAWRENCE AVE (PX 1452),Minor Arterial,Traffic Signal,4,7621.0,0.015,11,0.8715076848730614
BRIMWOOD BLVD AT DELBURN DR,Collector,Stop Sign,2,2658.0,0.015,11,1.2493905316812643
BRIDGELAND AVE AT CALEDONIA RD,Minor Arterial,No Control,2,7658.0,0.015,11,0.43364847652243416
HIGHWAY 401 S TCS AT VICTORIA PARK AVE (PX 759),Major Arterial,Traffic Signal,2,32120.0,0.015,11,0.10338978932779577
MARKHAM RD AT MCLEVIN AVE & NUGGET AVE (PX 1239),Major Arterial,Traffic Signal,3,30012.666666666668,0.015,11,0.16597392378151005
BRUNELLO GATE AT MARTIN GROVE RD,Minor Arterial,Stop Sign,2,6852.0,0.015,11,0.48465849871698785
AVENUE RD AT ROXBOROUGH ST W,Major Arterial,No Control,4,19391.0,0.015,11,0.34251766625844987
MARTIN GROVE RD AT MERCURY RD / WESTHUMBER BLVD (PX 902),Major Arterial,Traffic Signal,3,10642.0,0.015,11,0.46808119242747614
QUEENS QUAY W AT 95M EAST OF LOWER SIMCOE ST (PX 2343),Minor Arterial,No Control,8,10791.0,0.015,11,1.2309813856765084
MELITA CRES AT WYCHCREST AVE (WEST INTERSECTION),Collector,Stop Sign,1,957.0,0.015,11,1.7350470392940442
CENTRAL PARK RDWY AT CORDOVA AVE & ISLINGTON AVE (PX 1771),Major Arterial,No Control,7,17877.0,0.015,11,0.6501694980271188
MIDDLEFIELD RD AT PEBBLEWOOD AVE,Minor Arterial,No Control,2,10844.0,0.015,11,0.30624124245746964
EGLINTON AVE E WEST OF MIDLAND AVE,Major Arterial,No Control,4,10362.0,0.015,11,0.6409727915863348
DANFORTH AVE AT WOODYCREST AVE (PX 2478),Major Arterial,No Control,4,12191.0,0.015,11,0.5448084707093431
DENSLEY AVE AT FLAMBOROUGH DR & KEELE ST (PX 593),Major Arterial,Traffic Signal,2,14352.0,0.015,11,0.23138796218010038
HIGHWAY 401 N TCS AT KEELE ST (PX 596),Major Arterial,Traffic Signal,2,32542.0,0.015,11,0.10204904533245654
ISLINGTON AVE AT SUMMITCREST DR (PX 710),Major Arterial,Traffic Signal,2,16058.0,0.015,11,0.20680533274435173
BRIMLEY RD AT FRASERTON CR & SHEDIAC RD (PX 2065),Major Arterial,No Control,3,12376.0,0.015,11,0.40249838799395615
RUSSELL ST AT ST GEORGE ST,Minor Arterial,Pedestrian Crossover,3,7193.0,0.015,11,0.6925232934538025
CONLINS RD AT ELLESMERE RD,Minor Arterial,Traffic Signal,2,8085.0,0.015,11,0.4107458297104268
ABITIBI AVE AT WILLOWDALE AVE (PX 2164),Minor Arterial,Traffic Signal,2,8082.0,0.015,11,0.410898296610839
RATHBURN RD AT THE WEST MALL (PX 937),Minor Arterial,No Control,8,13828.0,0.015,11,0.9606248288136535
BLOOR ST E AT CASTLE FRANK RD,Major Arterial,No Control,2,28273.0,0.015,11,0.11745764627767838
BRANDON AVE AT DUFFERIN ST (PX 1272),Major Arterial,No Control,2,12708.0,0.015,11,0.26132200450179416
BIRCHMOUNT RD AT CHALDEAN ST AND GLENDOWER CRCT,Major Arterial,Stop Sign,2,13073.0,0.015,11,0.2540258573555267
DUPLEX AVE AT MONTGOMERY AVE (PX 2516),Minor Arterial,Stop Sign,2,8483.0,0.015,11,0.3914747180488979
DOLOMITE DR AT DUFFERIN ST (PX 1196),Major Arterial,Traffic Signal,1,21996.0,0.015,11,0.0754882713495363
GRAND MARSHALL DR AT SHEPPARD AVE E & WATER TOWER GATE,Major Arterial,Traffic Signal,2,16800.0,0.015,11,0.19767143054814287
KINGSTON RD AT RIDGEMOOR AVE & SHARPE ST,Major Arterial,Traffic Signal,6,16759.0,0.015,11,0.5944650694925951
PASSMORE AV AT SILVER STAR BLVD (PX 2049),Collector,Traffic Signal,2,8116.0,0.015,11,0.40917693854223763
BLOOR ST W AT LEAVENWORTH CRES AND RENFORTH DR,Major Arterial,No Control,2,13797.0,0.015,11,0.24069580584248754
DANFORTH RD AT FALMOUTH AVE & GLENSHEPHARD DR,Major Arterial,No Control,2,11154.0,0.015,11,0.2977299653226467
HIGHWAY 401 N TCS AT LESLIE ST (PX 753),Major Arterial,Traffic Signal,2,36462.0,0.015,11,0.09107783536857005
COLLEGE ST AT MCCAUL ST (PX 825),Major Arterial,No Control,5,11882.0,0.015,11,0.698720761069012
BLOOR ST W AT MARGUERETTA ST W,Local,No Control,2,10034.0,0.015,11,0.33096273003874827
PASSMORE AVE AT TAPSCOTT RD,Minor Arterial,Stop Sign,2,7550.0,0.015,11,0.4398516600276557
KIPLING AVE AT NAMCO RD,Major Arterial,Stop Sign,5,14325.0,0.015,11,0.5795602152196859
MARTIN GROVE RD AT RACINE RD (PX 1212),Major Arterial,No Control,1,11435.0,0.015,11,0.145206822615164
BLACK CREEK DR AT PHOTOGRAPHY DR (PX 1438),Major Arterial,Traffic Signal,2,14575.0,0.015,11,0.2278476866695575
EGLINTON AVE E AT BERMONDSEY RD & SLOANE AVE,Major Arterial,Traffic Signal,6,18015.0,0.015,11,0.5530191562379351
JANE ST AT 35M N OF MACDONALD AVE & MARSHLYNN AVE (PX 1675),Major Arterial,Stop Sign,3,17024.0,0.015,11,0.29260573600876416
CENTENNIAL PARK BV AT EGLINTON AVE & ORBITOR DR (PX 1484),Major Arterial,Traffic Signal,4,18774.0,0.015,11,0.3537743723456696
DUNDAS ST W AT ELIZABETH ST,Major Arterial,No Control,2,10685.0,0.015,11,0.31079831850339734
HOLIDAY DR AT THE WEST MALL (PX 2215),Minor Arterial,No Control,6,5958.0,0.015,11,1.6721450318271907
FAYWOOD BLVD AT WILSON AVE,Major Arterial,Stop Sign,8,12715.0,0.015,11,1.0447125546862133
EGLINTON AVE W AT KEELE ST & TRETHEWEY DR,Major Arterial,No Control,2,21709.0,0.015,11,0.15297250141456542
MIDLAND AVE AT 35M S OF NORBURY CRES (PX 2103),Major Arterial,Stop Sign,10,12007.0,0.015,11,1.3828933260634633
ARCADE DR AT CHAPMAN RD,Local,No Control,3,646.0,0.015,11,7.711021748936843
CORINTHIAN BLVD N AT PHARMACY AVE & PINEMEADOW BLVD (PX 1465),Major Arterial,No Control,2,7990.0,0.015,11,0.4156295410774469
BURNHAMTHORPE RD AT CORDOVA AVE & DUNDAS ST (PX 777),Major Arterial,No Control,10,20472.0,0.015,11,0.8110785544179369
EGLINTON AVE E AT HANNA RD,Major Arterial,No Control,3,7997.0,0.015,11,0.6228985931990998
BIG RED AVE AT WHITE HEATHER BLVD,Collector,No Control,2,1202.0,0.015,11,2.7627953687261235
AVENUE RD AT ST CLAIR AVE W (PX 112),Major Arterial,Traffic Signal,10,25623.0,0.015,11,0.648027169575928
O CONNOR DR AT WAKUNDA PL,Major Arterial,No Control,2,8943.0,0.015,11,0.3713384807345187
SCARSDALE RD AT YORK MILLS RD,Major Arterial,Traffic Signal,7,18490.0,0.015,11,0.6286143924408222
NORTH QUEEN ST AT NOVA RD (PX 1927),Minor Arterial,Stop Sign,7,12897.0,0.015,11,0.9012235493704583
BATHURST ST AT NASSAU ST (PX 2253),Major Arterial,Traffic Signal,6,10717.0,0.015,11,0.9296109078684708
HIGHWAY 27 AT QUEENS PLATE DR (PX 1246),Major Arterial,Traffic Signal,2,23955.0,0.015,11,0.13862993250715092
BATHURST ST AT WARWICK AVE (PX 506),Major Arterial,No Control,4,15222.0,0.015,11,0.436326374091289
MARKHAM RD AT PAINTED POST DR (PX 877),Major Arterial,Traffic Signal,2,15512.0,0.015,11,0.21408458182109338
CLEMENT RD AT HUNTING RIDGE & KIPLING AVE (PX 1036),Major Arterial,Traffic Signal,2,12252.0,0.015,11,0.2710479948750245
MARTIN GROVE RD AT RONSON DR,Major Arterial,No Control,2,13016.0,0.015,11,0.25513829388512604
CHATSWORTH DR AT LAWRENCE AVE (PX 501),Major Arterial,No Control,2,14052.0,0.015,11,0.23632792721383436
BURNHAMTHORPE RD AT MARTIN GROVE RD (PX 785),Major Arterial,No Control,3,15937.0,0.015,11,0.31256322079520615
HINTON RD AT KIPLING AVE (PX 2137),Local,No Control,4,10608.0,0.015,11,0.6261086035461539
ELLESMERE RD AT MONDEO DR,Major Arterial,Traffic Signal,2,22114.0,0.015,11,0.15017093394269695
BENTWORTH AVE AT DUFFERIN ST & RANEE AVE (PX 615),Major Arterial,Traffic Signal,4,24408.0,0.015,11,0.27211406368475916
FINCH AVE AT #2405 FINCH AVE,Major Arterial,No Control,2,19034.0,0.015,11,0.17447094847161923
DUFFERIN ST AT WILSON AVE (PX 617),Major Arterial,Traffic Signal,2,19455.0,0.015,11,0.17069545274781805
ADELAIDE ST AT CHURCH ST (PX 17),Major Arterial,Traffic Signal,3,14808.0,0.015,11,0.33639384453087523
CONCORDE GT AT CONCORDE PL,Collector,No Control,2,4696.0,0.015,11,0.7071720684005112
VEROBEACH BLVD AT WESTON RD,Major Arterial,No Control,1,13227.0,0.015,11,0.12553413597976867
CURLEW DR AT LYNVALLEY CRES & VICTORIA PARK AVE (PX 516),Major Arterial,Traffic Signal,4,19149.0,0.015,11,0.34684631398076143
GERRARD ST E AT SACKVILLE ST,Minor Arterial,No Control,2,9585.0,0.015,11,0.34646635714228485
ADELAIDE ST W AT PORTLAND ST,Major Arterial,No Control,4,7196.5,0.015,11,0.9229153152807059
CASTLETON AVE AT CORBETT AVE AND ROCKCLIFFE BLVD,Local,No Control,2,5430.0,0.015,11,0.6115801166130387
GERRARD ST AT MAIN ST (PX 363),Minor Arterial,Traffic Signal,4,11234.0,0.015,11,0.5912195181073172
CRAIGMONT DR AT CUMMER AVE,Collector,No Control,2,6050.0,0.015,11,0.5489057906130248
DON MILLS RD AT MCNICOLL AVE,Major Arterial,Traffic Signal,5,11771.0,0.015,11,0.705309666385354
MILLWOOD RD AT OVERLEA BLVD,Major Arterial,Traffic Signal,2,22039.0,0.015,11,0.15068197437310224
NINTH LINE AT STEELES AVE E,Minor Arterial,No Control,2,12637.0,0.015,11,0.2627902218254966
KINGSTON RD AT SCARBOROUGH GOLF CLUB RD (PX 1053),Major Arterial,Traffic Signal,11,22976.0,0.015,11,0.7949530023784994
OLD FINCH AVE AT MORNINGVIEW TRL & VALLEY CENTRE DR,Local,No Control,2,2364.0,0.015,11,1.4047715876517768
BAYVIEW AVE AT HEATHCOTE AVE,Major Arterial,No Control,2,22939.0,0.015,11,0.14477004373376348
BAY ST AT KING ST W,Major Arterial,Traffic Signal,2,16503.0,0.015,11,0.20122886949092894
BLOOR ST W AT KENNEDY AVE,Major Arterial,No Control,2,11743.0,0.015,11,0.28279656248052465
EGLINTON AVE E AT TORRANCE RD (PX 1825),Major Arterial,Traffic Signal,1,15004.0,0.015,11,0.11066649004294857
DUFFERIN ST AT KING ST W (PX 539),Major Arterial,Traffic Signal,2,14511.0,0.015,11,0.22885259687194548
COLLINSGROVE RD AT 140M NORTH OF LAWRENCE AVE (#25 COLLINSGROVE),Collector,No Control,2,1458.0,0.015,11,2.277695496027984
MARTIN GROVE RD AT SILVERSTONE DR (PX 1519),Minor Arterial,No Control,2,10314.0,0.015,11,0.32197789734426996
W R ALLEN RD AT HIGHWAY 401 OFF RAMP / YORKDALE RD (PX 1451),Minor Arterial,Traffic Signal,1,17907.0,0.015,11,0.09272575063407608
CARLAW AVE AT DUNDAS ST E,Minor Arterial,Traffic Signal,3,12799.0,0.015,11,0.3891960348318776
KINGSTON RD AT OLD KINGSTON RD,Major Arterial,Traffic Signal,1,17761.0,0.015,11,0.09348798021532574
GOLDCREST BLVD AT LAWRENCE AVE W,Major Arterial,No Control,5,18008.6,0.015,11,0.4610130761426209
LAVINGTON DR AT MARTIN GROVE RD (PX 2197),Major Arterial,No Control,10,10068.0,0.015,11,1.6492252846686535
BLOOR ST W AT GRENVIEW BLVD N & GRENVIEW BLVD S,Major Arterial,Stop Sign,2,15837.0,0.015,11,0.2096912314964198
BATHURST ST AT LENNOX ST (PX 1683),Major Arterial,Traffic Signal,7,16713.0,0.015,11,0.6954514519374619
AVONDALE AVE AT FLORENCE AVE & YONGE ST (PX 481),Major Arterial,No Control,6,39886.0,0.015,11,0.24977786941850275
MARKHAM RD AT ROSEBANK DR,Major Arterial,No Control,3,22773.0,0.015,11,0.21873798137325787
BROADWAY AVE AT MOUNT PLEASANT RD (PX 139),Major Arterial,Traffic Signal,3,16040.0,0.015,11,0.3105561128312469
BAY ST AT YORKVILLE AVE (PX 895),Collector,No Control,3,12553.0,0.015,11,0.3968230741506572
MIDLAND AVE AT 215M SOUTH OF MCNICOLL AVE (PX 2276),Major Arterial,No Control,2,12410.0,0.015,11,0.26759710178958906
OAKDALE RD AT EDDYSTONE AVE,Minor Arterial,No Control,1,8325.0,0.015,11,0.1994522542467748
BLOOR ST W AT JANE ST (PX 333),Major Arterial,Traffic Signal,3,17502.333333333332,0.015,11,0.2846089121343745
RAMP SOUTH KINGSWAY SB TO THE QUEENSWAY EB,Major Arterial,No Control,2,957.0,0.015,11,3.4700940785880885
CHURCH ST AT WELLESLEY ST E,Minor Arterial,Traffic Signal,2,13030.0,0.015,11,0.254864162180261
MACPHERSON AVE AT SPADINA RD (PX 2544),Minor Arterial,No Control,4,7225.0,0.015,11,0.9192747496771766
ELLESMERE RD AT KENNEDY RD,Major Arterial,Traffic Signal,4,31910.0,0.015,11,0.20814039694194925
YONGE ST AT ERSKINE AVE & ROSELAWN AVE,Major Arterial,Traffic Controller,10,13550.3,0.015,11,1.2253898560211953
CORNING RD AT LESLIE ST AT WILD BRIARWAY (N SIDE),Major Arterial,No Control,2,13796.0,0.015,11,0.2407132526245869
BATHURST ST AT DAVENPORT RD (PX 384),Major Arterial,Traffic Signal,7,22253.0,0.015,11,0.522315198680214
BEVERLEY ST AT DUNDAS ST W,Major Arterial,Traffic Signal,5,10157.0,0.015,11,0.817387031901349
MALVERN ST AT PROGRESS AVE & SHEPPARD AVE (PX 1568),Major Arterial,Traffic Controller,5,21068.0,0.015,11,0.3940668351538827
WILSON AVE AT JULIAN RD & PETHERHILL AVE (PX 1636),Local,No Control,8,17153.25,0.015,11,0.774402526217201
DUFFERIN ST AT DUFFERIN PARK AVE (PX 1063),Major Arterial,No Control,1,12026.0,0.015,11,0.13807084787996013
STEELES AVE W AT ROSSDEAN DR,Major Arterial,Traffic Signal,4,22771.0,0.015,11,0.2916762578023627
DANFORTH AVE AT GLEBEMOUNT AVE (PX 350),Major Arterial,No Control,6,7832.0,0.015,11,1.2720429136397347
THE WESTWAY AT WINCOTT DR (PX 2007),Minor Arterial,Traffic Signal,5,8087.0,0.015,11,1.0266106198864846
BLOOR ST W AT HURON ST (PX 1401),Major Arterial,No Control,3,10932.0,0.015,11,0.45566410993534584
FIRGROVE N CR AT JANE ST & YEWTREE BLVD (PX 1007),Major Arterial,Traffic Signal,4,16395.0,0.015,11,0.4051088787079964
WESTON RD AT KING ST & KING STREET CRES,Minor Arterial,No Control,4,9266.0,0.015,11,0.7167882653159509
CHURCH ST AT GEORGE ST,Collector,No Control,2,1386.0,0.015,11,2.39601733997749
GLENLAKE AVE AT KEELE ST (PX 575),Major Arterial,No Control,2,13297.0,0.015,11,0.2497465618717606
CAMILLA CRES AT PHARMACY AVE,Minor Arterial,No Control,5,11386.0,0.015,11,0.7291586231356052
ANGLESEY BLVD AT ISLINGTON AVE,Major Arterial,No Control,4,17054.0,0.015,11,0.38945467728495375
LAKE SHORE BLVD AT TWENTY SEVENTH ST (PX 766),Local,No Control,2,10324.0,0.015,11,0.3216660241387834
DAVENPORT RD AT OLD WESTON RD (PX 391),Collector,No Control,2,8291.0,0.015,11,0.40054034895776147
BETHRIDGE RD AT MARTIN GROVE RD (PX 1086),Major Arterial,Traffic Signal,3,13118.0,0.015,11,0.3797316702098796
ASSINIBOINE RD AT SENTINEL RD,Minor Arterial,No Control,2,7459.0,0.015,11,0.4452178620738437
RENFORTH DR AT HIGHWAY 401 W/B ON-RAMP (PX 2396),Major Arterial,Traffic Signal,4,20167.0,0.015,11,0.32933803076400064
MAYBROOK DR AT PASSMORE AVE,Collector,No Control,2,3640.0,0.015,11,0.9123296794529672
DANFORTH AVE AT GLEDHILL AVE & PATRICIA DR (PX 352),Major Arterial,Traffic Signal,3,13536.0,0.015,11,0.36800532282898946
DENISON RD AT WESTON RD (PX 580),Minor Arterial,Traffic Signal,2,9272.0,0.015,11,0.3581622123823124
BRIAR HILL AVE AT DUFFERIN ST (PX 1544),Major Arterial,Traffic Signal,2,16507.0,0.015,11,0.20118010742162723
BLOOR ST AT ST GEORGE ST (PX 271),Major Arterial,Traffic Signal,2,13137.0,0.015,11,0.2527883103607217
LAWRENCE AVE E AT ANDOVER CRES,Major Arterial,No Control,2,12049.0,0.015,11,0.2756145765796996
LAIRD DR AT LEA AVE,Major Arterial,No Control,4,11874.0,0.015,11,0.5593532142847905
BLOOR ST AT KIPLING AVE (PX 1321),Major Arterial,No Control,2,19491.0,0.015,11,0.1703801771694013
HIGHWAY 400 W TCS AT STEELES AVE W,Major Arterial,No Control,7,24313.85714285714,0.015,11,0.4780434485544141
ANNETTE ST AT QUEBEC AVE (PX 2488),Minor Arterial,Stop Sign,3,6910.0,0.015,11,0.7208856801466281
PARLIAMENT ST AT RICHMOND ST (PX 223),Major Arterial,Traffic Signal,4,13975.0,0.015,11,0.47526011208712704
KIPLING AVE AT STEELES AVE W,Major Arterial,Traffic Signal,8,20477.0,0.015,11,0.6487044065456464
KINGSTON RD AT RYLANDER BLVD (PX 1531),Major Arterial,Traffic Signal,4,17878.0,0.015,11,0.37150464629251595
COWAN AVE AT KING ST W,Major Arterial,No Control,5,7828.0,0.015,11,1.0605774250155853
BAYVIEW AVE AT POST RD (PX 643),Collector,No Control,2,28791.0,0.015,11,0.11534437960504325
CHURCH AVE AT CHURCHILL AVE & YONGE ST (PX 127),Major Arterial,Traffic Signal,6,20767.0,0.015,11,0.4797341984699957
WALBON RD. AT WARDEN AVE,Major Arterial,No Control,2,15846.0,0.015,11,0.20957213386399096
COXWELL AVE AT EASTWOOD RD & GERRARD ST E (PX 368),Minor Arterial,No Control,2,10482.0,0.015,11,0.31681740442747575
SHADLOCK ST AT STEELES AVE E,Major Arterial,Traffic Signal,2,13299.0,0.015,11,0.24970900317383268
MURRAY ROSS PKWY AT SENTINEL RD (PX 1615),Minor Arterial,Traffic Signal,2,7563.0,0.015,11,0.43909560137627934
CASEBRIDGE CT AT MCLEVIN AVE & MORNINGSIDE AVE (PX 1536),Major Arterial,Traffic Signal,3,15854.0,0.015,11,0.314199574228157
BAYVIEW AVE N/B RAMP AT LAWRENCE AVE & CHEDINGTON PL  (PX 2111),Major Arterial,No Control,1,7495.0,0.015,11,0.22153969534414947
MILNER AVE AT EXECUTIVE CRT AND MID DOMINION ACRES,Minor Arterial,No Control,2,5693.0,0.015,11,0.5833268985084842
BIRCHMOUNT RD AT MERRYFIELD DR (PX 2589),Major Arterial,No Control,2,14866.0,0.015,11,0.22338759809019243
BAMBURGH CIR AT FUNDY BAY BLVD,Collector,No Control,2,3445.0,0.015,11,0.9639709820635124
CHURCH ST AT FRONT ST E & WELLINGTON ST E (PX 15),Minor Arterial,Traffic Signal,2,11271.0,0.015,11,0.2946393428452489
ADELAIDE ST AT YORK ST (PX 73),Major Arterial,Traffic Signal,2,13311.0,0.015,11,0.2494838880030652
CROMWELL RD AT GUILDWOOD PKWY & KINGSTON RD,Major Arterial,Traffic Signal,1,24296.0,0.015,11,0.06834211461163978
CIVIC RD AT WARDEN AVE,Major Arterial,No Control,5,12574.0,0.015,11,0.6602672246717036
HALLAM ST AT OSSINGTON AVE (PX 850),Minor Arterial,Traffic Signal,2,8501.0,0.015,11,0.39064581028217865
RATHBURN RD AT RENFORTH DR (PX 1065),Minor Arterial,Traffic Signal,4,13003.0,0.015,11,0.5107867466290549
AVENUE RD AT WILSON AVE,Major Arterial,Traffic Signal,7,31893.14285714286,0.015,11,0.36443821696385975
PORTLAND ST AT QUEEN ST W,Major Arterial,Traffic Signal,2,7630.0,0.015,11,0.43523984707847974
HIGHWAY 401 N TCS AT NEILSON RD (PX 1361),Minor Arterial,Traffic Signal,7,16595.0,0.015,11,0.700396511975342
COLLEGE ST AT HURON ST (PX 1725),Major Arterial,Traffic Signal,2,10655.0,0.015,11,0.3116733958900798
QUEEN ST E AT SAULTER ST,Minor Arterial,No Control,2,7329.0,0.015,11,0.45311502704445356
JANE ST AT JOHN ST (PX 943),Major Arterial,Traffic Signal,2,17528.0,0.015,11,0.18946143503016888
BRIMLEY RD AT HEATHER RD (PX 1639),Major Arterial,No Control,4,13888.0,0.015,11,0.4782373319713134
DUNDAS ST W AT UNIVERSITY AVE (PX 81),Major Arterial,No Control,8,26453.0,0.015,11,0.5021555261344726
BENTON RD AT LAWRENCE AVE (PX 399),Major Arterial,Traffic Signal,4,22270.0,0.015,11,0.29823799130748097
LOMA RD AT THE QUEENSWAY,Major Arterial,Stop Sign,2,18632.0,0.015,11,0.17823529590000003
BANK ST AT DUFFERIN ST,Minor Arterial,No Control,3,7029.0,0.015,11,0.7086811850637644
POYNTZ AVE AT YONGE ST (PX 945),Major Arterial,Traffic Signal,2,33454.0,0.015,11,0.09926705425984338
YONGE ST AT CHURCH ST & DAVENPORT RD (PX 41),Major Arterial,No Control,2,19324.0,0.015,11,0.17185262022401163
KIPLING AVE AT MOUNT OLIVE DR & PANORAMA CT (PX 1254),Major Arterial,Traffic Signal,2,11400.0,0.015,11,0.2913052660709474
ADELAIDE ST AT SHEPPARD ST (PX 1644),Major Arterial,Traffic Signal,2,11047.0,0.015,11,0.3006137442933648
BROADVIEW AVE AT TORRENS AVE,Minor Arterial,Pedestrian Crossover,2,7318.0,0.015,11,0.45379612369620126
COXWELL AVE AT EASTERN AVE (PX 301),Minor Arterial,Traffic Signal,4,11400.5,0.015,11,0.5825849801690804
AVENUE RD AT DUNBLAINE AVE (PX 122),Major Arterial,Traffic Controller,3,17678.0,0.015,11,0.2817807472459102
KIPLING AVE AT THE WESTWAY (PX 730),Major Arterial,No Control,6,15510.0,0.015,11,0.6423365634833269
DUPONT ST AT OSLER ST,Major Arterial,No Control,1,11533.0,0.015,11,0.14397294863473514
EDEN VALLEY DR AT EGLINTON AVE & RUSSELL RD (PX 1309),Major Arterial,Traffic Signal,2,19971.0,0.015,11,0.16628511507730212
COLBORNE LODGE DR AT LAKE SHORE BLVD (PX 1456),Major Arterial,Traffic Signal,2,37399.0,0.015,11,0.08879595799911229
EASTVALE DR AT STEELES AVE,Major Arterial,No Control,2,13764.0,0.015,11,0.24127288820174372
LAWRENCE AVE E AT THE DONWAY WEST (PX 401),Major Arterial,Traffic Signal,3,19641.0,0.015,11,0.25361845373520703
LAKE SHORE BLVD AT THIRTEENTH ST (PX 1689),Major Arterial,No Control,3,8598.0,0.015,11,0.5793579960238662
BAYVIEW AVE AT THE BRIDLE PATH,Major Arterial,No Control,2,23847.0,0.015,11,0.13925776966531642
HIGHWAY 401 S TCS AT WESTON RD (PX 585),Major Arterial,Traffic Signal,5,32430.0,0.015,11,0.25600370283755786
RANLEIGH AVE AT YONGE ST (PX 56),Major Arterial,Traffic Signal,2,18308.0,0.015,11,0.18138955829193795
ELIZABETH ST AT GERRARD ST (PX 1358),Minor Arterial,Traffic Signal,4,9869.0,0.015,11,0.672992204520985
DUFFERIN ST AT ROGERS RD (PX 610),Major Arterial,Traffic Signal,4,18265.0,0.015,11,0.3636331818460225
COXWELL AVE AT MORTIMER AVE (PX 661),Minor Arterial,Traffic Signal,2,12466.0,0.015,11,0.2663949970486765
DORIS AVE AT HOLMES AVE,Minor Arterial,No Control,1,7193.0,0.015,11,0.23084109781793416
DUNDAS ST E AT JONES AVE,Minor Arterial,Traffic Signal,2,10342.0,0.015,11,0.32110617223059373
MOUNT PLEASANT RD AT WHITEHALL RD,Major Arterial,No Control,2,16039.0,0.015,11,0.20705031692803794
STANLEY AVE AT SUPERIOR AVE,Local,No Control,4,1874.0,0.015,11,3.5441622552922096
KIPLING AVE AT NORTH QUEEN ST (PX 724),Major Arterial,Traffic Signal,2,23207.0,0.015,11,0.1430982045593485
ALDGATE AVE AT THE QUEENSWAY,Major Arterial,No Control,4,18341.0,0.015,11,0.3621263871336133
BAMBURGH CIR AT WINTERMUTE BLVD (PX 2163),Collector,No Control,3,3839.0,0.015,11,1.2975566683545718
STEELES AVE E AT WILLOWDALE AVE,Major Arterial,No Control,2,22854.0,0.015,11,0.14530848136907326
ONTARIO ST AT QUEEN ST E,Major Arterial,Pedestrian Crossover,2,6102.0,0.015,11,0.5442281273695183
HIGHWAY 401 RAMP AT WILSON AVE (PX 814),Major Arterial,No Control,5,15518.0,0.015,11,0.5350045162406238
STEELES AVE W AT CENTREPOINT MALL 385M WEST OF YONGE ST (PX 1400),Major Arterial,No Control,3,25222.0,0.015,11,0.1974990107768298
BATHURST ST AT CARSCADDEN DR & ELLERSLIE AVE (PX 979),Major Arterial,Traffic Signal,2,18649.0,0.015,11,0.17807282069863267
MARKHAM RD AT 260M SOUTH OF BRIMORTON DR (PX 2279),Major Arterial,Traffic Signal,2,16980.0,0.015,11,0.1955759736872085
BATHURST ST AT CEDARCROFT BLVD & PATRICIA AVE (PX 899),Major Arterial,No Control,1,22151.0,0.015,11,0.07496004770007676
AVENUE RD AT BRIAR HILL AVE,Major Arterial,Stop Sign,3,20023.0,0.015,11,0.24877990559922092
AVENUE RD AT WOBURN AVE (PX 504),Major Arterial,No Control,2,17128.0,0.015,11,0.19388603650214853
NORTHCLIFFE BLVD AT ST CLAIR AVE (PX 769),Major Arterial,Traffic Signal,2,7928.0,0.015,11,0.41887992346226044
KING ST W AT NIAGARA ST,Major Arterial,No Control,2,12021.0,0.015,11,0.27625655379825315
DUNDAS ST W AT GOOCH AVE,Major Arterial,No Control,2,13113.0,0.015,11,0.2532509748500572
DIXON RD AT 260M W OF CHETTA PL (PX 1946),Major Arterial,No Control,2,14493.0,0.015,11,0.2291368269653488
AVENUE RD AT WILLOWBANK BLVD,Major Arterial,No Control,1,18059.0,0.015,11,0.0919452913563542
JARVIS ST AT SHUTER ST,Major Arterial,No Control,4,14425.0,0.015,11,0.4604339734084992
GREENVIEW AVE AT HENDON AVE,Collector,No Control,2,6291.0,0.015,11,0.5278779261180735
HIGHWAY 401 N TCS AT MORNINGSIDE AVE (PX 1546),Major Arterial,No Control,2,16726.0,0.015,11,0.19854597830974535
FINCH AVE E AT FINCHDENE SQ (PX 1597),Minor Arterial,Traffic Signal,1,9973.0,0.015,11,0.16649353420278756
DUNDAS ST W AT SHOPPERS DRUG MART 47M NORTH OF CHELSEA AVE,Minor Arterial,No Control,3,10482.0,0.015,11,0.47522610664121356
KINGSTON RD AT CLAREMORE AVE & CLIFFSIDE DR (PX 153),Local,Stop Sign,2,17667.0,0.015,11,0.18797079488361354
BRIGSTOCK RD AT KENNEDY RD,Major Arterial,No Control,5,21210.0,0.015,11,0.3914285753428572
HANNA RD AT SUTHERLAND DR,Local,Stop Sign,2,2899.0,0.015,11,1.1455260549185238
